Tweet,Target 1,Stance 1,set
"The government 's Nuclear Regulatory Commission has a set safety goal for every reactor in the country : The chance of an accident that results in radioactivity being released to the environment must be no more than one in a million , as determined by probabilistic risk assessment .",nuclear energy,FAVOR,train
 How long will the world 's uranium supplies last ? ,nuclear energy,NONE,train
"For example , it is important to give everyone a chance to contribute , to encourage the sharing of skills , and to ensure full participation in both the boring tasks and the exciting opportunities .",nuclear energy,NONE,train
"And at a time when oil prices are low , it seems Americans are not in favor of making that bet .",nuclear energy,NONE,train
"With the concern about climate change and the increased cost of fossil fuels , there has been an increase interest in using nuclear energy to produce electricity .",nuclear energy,FAVOR,train
A massive campaign of publicising and discussing the issue at the party branch level resulted in an anti-uranium platform being adopted in mid-1977 .,nuclear energy,NONE,train
It can produce all the electricity that is needed and all the liquid fuels that are needed or wanted and produce them cleanly and cheaply .,nuclear energy,FAVOR,train
Propaganda depends on repetition by people who believe that they can say anything they want as long as they have a source .,nuclear energy,NONE,train
"The process is very expensive , time-consuming , dangerous for workers , hazardous to the natural environment , and presents new opportunities for human error , accidents or sabotage .",nuclear energy,AGAINST,train
"In which time , with greener technology always under development , it could fall behind or become obsolete by the time of completion .",nuclear energy,AGAINST,train
"Because there are few nuclear power plants , the average distance that the produced electricity has to travel is quite long .",nuclear energy,AGAINST,train
Only 233Pa is extracted from the blanket & later added back following its decay to 233U .,nuclear energy,NONE,train
The Cleaning power of Ionizing radiation will even help remove DNA damaged by the “ free ” radicals that may have caused the genetic damage in the first place and still be in place in the DNA molecule .,nuclear energy,FAVOR,train
"The industry also requested an extension of tax credits without plant-size restrictions , an investment tax credit , and a worker training and manufacturing tax credit as well as reductions in tariffs on any imports of required materials and components .",nuclear energy,NONE,train
"Routine Radioactive Releases : All reactors release radiation into the air , water and soil and can not be described as “ emissions-free . ”",nuclear energy,AGAINST,train
"Write an article and join a growing community of more than 38,900 academics and researchers from 1,698 institutions .",nuclear energy,NONE,train
Here is the problem Look up the cost of Ivanpah Solar on Wikipedia .,nuclear energy,NONE,train
"None of the various international conventions on nuclear damage currently in force are designed to make operators , or owners , of nuclear facilities liable for damage they cause . """,nuclear energy,AGAINST,train
"One of the corrosion “ problems ” was micrometers a year , the solution is “ make the metal thick enough ” . )",nuclear energy,NONE,train
"In 1975 , 28,000 protesters occupied the construction site of a nuclear power plant in Wyhl ( in the southwestern state of Baden-Württemberg ) and managed to stop construction .",nuclear energy,NONE,train
The LNT assumption has a tortuous history dating back to the 1920s and has been shown through a few thousand ( ! ),nuclear energy,NONE,train
Activist groups can consciously undermine both the intellectual division of labour and patriarchal structures in their daily practices .,nuclear energy,NONE,train
Technologies are often chosen or designed to enforce hierarchical control in the workplace .,nuclear energy,NONE,train
"Advocates are fond of noting that nuclear power now provides 70 percent of the country 's "" carbon-free "" energy .",nuclear energy,FAVOR,train
"He was joined by Tom Wigley , a climate scientist at the University of Adelaide ; Ken Caldeira , a climate scientist at the Carnegie Institution for Science ; and Kerry Emanuel , a professor of atmospheric science at the Massachusetts Institute of Technology .",nuclear energy,NONE,train
"According to Sovacool ( 2011 ) , reserves from existing uranium mines are being rapidly depleted , and expected shortfalls in available fuel threaten future plants and contribute to volatility of uranium prices at existing plants .",nuclear energy,AGAINST,train
Working through the parliamentary system .,nuclear energy,NONE,train
"The primary costs of a nuclear plant are the operation , maintenance and capital costs .",nuclear energy,NONE,train
The court held that the NRC improperly failed to consider whether the risk of an accident at TMI-1 might cause harm to the psychological health and community well-being of residents of the area surrounding Three Mile Island .,nuclear energy,NONE,train
