Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
The body running its own schools cannot be the body regulating other schools.,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@robreiner With the help of the Republican Party!
#TrumpVirus",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Share your thoughts &amp; type #SaveOurSchools in your tweet today between 2 pm and 6 pm for our Schools, Children, Parents &amp; Teachers in #Gujarat

:sos:RETWEET!! RETWEET!! RETWEET!! RETWEET!! :sos:

#SaveOurSchools 
#SaveOurSchools 
#SaveOurSchools 
#SaveOurSchools",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
"Every time you point a finger on others —there are three remaining fingers pointing right back at you.” @narendramodi @DrRPNishank @rashtrapatibhvn Reform the government schools where there is a need, don't put your energy in regulating private schools.",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
So many schools in Indian are being closed for the #COVID19 but not my sisters school district. I had the H1N1 and my mom didnt think is was a big deal and decided to not get me a shot. Sh regretted it after I got ill and had to go to the hospital.,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
Can anyone imagine a society without good school and good schools without excellent educators,school closures,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@SWAtlasHoover when you say “use critical thinking and logic” liberals heads explode. :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: #COVID19,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Coronavirus has me refreshing Twitter like I'm waiting for a snow day smy,school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1.24E+18
"Government Schools - No fees, No education, No willingness of parents to admit students in Government schools, Salary of Government teachers - FULL.

Private Schools - Fees, education, Wants admission. Salary of Private Teachers - ONLY GOD KNOWS!",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@ABC This should tell you something parents! #SchoolReopening,school closures,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"If government has problem with private schools, why central government is privatising sole of its companies? It is because privatization brings decipline and efficiency in system. If government wants to earn money, why not schools?",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"The order, even if aimed at populism, is ill informed and ill thought out. It does not help anyone. It just perpetuates the inevitable collapse of hundreds and possibly thousands of schools in the coming months. #SaveOurSchools #education @imBhupendrasinh @CMOGuj",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
Finally something good from the coronavirus:,school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1.24E+18
"Kindly be little concerned for our unsung heroes who are none other than our teachers. Without them there is no future of our kids. Pay fees ,save teachers save schools.",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
"“At the same time, one of the few things we know about the coronavirus with any degree of certainty is that the risk of contracting it diminishes outside — a review of 7,000 cases in China recorded only one instance of fresh-air transmission.” #OpenFCPS",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
The very same leaners are going around the streets and our communities without Masks. I just came back from the shop's and no-one is wearing a mask in my community. Government must just make the  unemployed youth  ambassadors for Covid-19.,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Quote of the day:

Take comfort and shelter under the wings of the Lord.

#COVIDー19 
#coronavirus",school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1.24E+18
"As the mainstream media also continues to side-step this issue, one has to understand that this is not just about helping private schools owners.",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
Politicians and bureaucrats who keep calling private schools for admissions and do what not to get a seat should be reminded that your kids don’t go to Govt schools but come to us for quality education. Don’t kill the goose which lays golden eggs for you all.,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@PMOIndia @HRDMinistry
@imBhupendrasinh @narendramodi
Is Digital India not our PM's dream, then why so many conditions on digital education.
Clearly the govt is not equipped to provide online education, why obstruct pvt schools..",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
To prevent #Economiccollapse  #economiccrisis during #CoronavirusPandemic govt shud get banks 2help biz’s by postponing EMI’s n giving discounts in interest charged. Dis small step wud ensure businesses keep paying salaries #COVID #coronavirusinindia #Coronavid19,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.24E+18
